"key","rule","severity","type","status","resolution","message","component","line","creationDate"
"AZ0fhUwi2ZP7YcsGqeDg","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","197","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDh","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","201","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDi","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","205","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDj","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","209","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDk","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","213","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDl","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","217","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDm","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","222","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDn","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","235","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDo","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","241","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDp","typescript:S6479","MAJOR","CODE_SMELL","RESOLVED","FIXED","Do not use Array index in keys","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","252","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDq","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'v ?? ''' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","277","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDr","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'v ?? ''' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","282","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDs","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'v ?? ''' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","288","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDt","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'v' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","306","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDu","typescript:S3776","CRITICAL","CODE_SMELL","RESOLVED","WONTFIX","Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","330","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDv","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","340","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDw","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseInt` over `parseInt`.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","340","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDx","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'y' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","340","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDy","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.NaN` over `NaN`.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","340","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeDz","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'plate' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","343","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD0","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","344","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD1","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'plateEn' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","344","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD2","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","346","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD3","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'cell(row, 'brand', 'Ø§ÙÙØ§Ø±ÙØ©')' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","346","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD4","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","347","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD5","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'cell(row, 'model', 'Ø§ÙÙÙØ¯ÙÙ')' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","347","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD6","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","351","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD7","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'cell(row, 'insurance_expiry', 'Ø§ÙØªÙØ§Ø¡ Ø§ÙØªØ£ÙÙÙ')' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","351","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD8","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","352","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD9","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'cell(row, 'registration_expiry', 'Ø§ÙØªÙØ§Ø¡ Ø§ÙØªØ³Ø¬ÙÙ')' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","352","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD-","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","353","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeD_","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'cell(row, 'authorization_expiry', 'Ø§ÙØªÙØ§Ø¡ Ø§ÙØªÙÙÙØ¶')' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","353","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEA","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","354","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEB","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'cell(row, 'chassis_number', 'Ø±ÙÙ Ø§ÙÙÙÙÙ')' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","354","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEC","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","355","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeED","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'cell(row, 'serial_number', 'Ø§ÙØ±ÙÙ Ø§ÙØªØ³ÙØ³ÙÙ')' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","355","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEE","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","356","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEF","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'cell(row, 'notes', 'ÙÙØ§Ø­Ø¸Ø§Øª')' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","356","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEG","typescript:S1874","MINOR","CODE_SMELL","OPEN",,"The signature '(blob: Blob): void' of 'reader.readAsBinaryString' is deprecated.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","363","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEH","typescript:S1874","MINOR","CODE_SMELL","OPEN",,"The signature '(...text: string[]): void' of 'printWindow.document.write' is deprecated.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","431","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEI","typescript:S1874","MINOR","CODE_SMELL","OPEN",,"The signature '(...text: string[]): void' of 'printWindow.document.write' is deprecated.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","435","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEJ","typescript:S6535","MAJOR","CODE_SMELL","CLOSED","FIXED","Unnecessary escape character: \/.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx",,"2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEK","typescript:S6479","MAJOR","CODE_SMELL","RESOLVED","FIXED","Do not use Array index in keys","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","554","2026-03-24T11:04:14+0000"
"AZ0fhUwi2ZP7YcsGqeEL","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/Motorcycles.tsx","555","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeB7","typescript:S1128","MINOR","CODE_SMELL","OPEN",,"Remove this unused import of 'useMemo'.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","1","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeB8","typescript:S1128","MINOR","CODE_SMELL","OPEN",,"Remove this unused import of 'ChevronDown'.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","4","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeB9","typescript:S1128","MINOR","CODE_SMELL","OPEN",,"Remove this unused import of 'ChevronRight'.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","4","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeB-","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","412","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeB_","typescript:S3776","CRITICAL","CODE_SMELL","RESOLVED","WONTFIX","Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","430","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCA","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","440","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCB","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","443","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCC","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","446","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCD","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","449","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCE","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","452","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCF","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","455","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCG","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","671","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCH","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","671","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCI","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","679","2026-03-24T11:04:14+0000"
"AZ0fhUuc2ZP7YcsGqeCJ","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","680","2026-03-24T11:04:14+0000"
"AZ0fhUwG2ZP7YcsGqeDR","typescript:S6353","MINOR","CODE_SMELL","OPEN",,"Use concise character class syntax '\d' instead of '[0-9]'.","salahmostava-sys_muhimmat:frontend/src/pages/ResetPassword.tsx","12","2026-03-24T11:04:14+0000"
"AZ0fhUwG2ZP7YcsGqeDS","typescript:S3776","CRITICAL","CODE_SMELL","RESOLVED","WONTFIX","Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.","salahmostava-sys_muhimmat:frontend/src/pages/ResetPassword.tsx","21","2026-03-24T11:04:14+0000"
"AZ0fhUwG2ZP7YcsGqeDT","typescript:S7764","MINOR","CODE_SMELL","OPEN",,"Prefer `globalThis` over `window`.","salahmostava-sys_muhimmat:frontend/src/pages/ResetPassword.tsx","36","2026-03-24T11:04:14+0000"
"AZ0fhUwG2ZP7YcsGqeDU","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/ResetPassword.tsx","124","2026-03-24T11:04:14+0000"
"AZ0fhUwG2ZP7YcsGqeDV","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/ResetPassword.tsx","154","2026-03-24T11:04:14+0000"
"AZ0fhUwG2ZP7YcsGqeDW","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ResetPassword.tsx","163","2026-03-24T11:04:14+0000"
"AZ0fhUwG2ZP7YcsGqeDX","typescript:S6353","MINOR","CODE_SMELL","OPEN",,"Use concise character class syntax '\d' instead of '[0-9]'.","salahmostava-sys_muhimmat:frontend/src/pages/ResetPassword.tsx","190","2026-03-24T11:04:14+0000"
"AZ0fhUw22ZP7YcsGqeEM","typescript:S6754","MINOR","CODE_SMELL","OPEN",,"useState call is not destructured into value + setter pair","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","75","2026-03-24T11:04:14+0000"
"AZ0fhUw22ZP7YcsGqeEN","typescript:S6754","MINOR","CODE_SMELL","OPEN",,"useState call is not destructured into value + setter pair","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","89","2026-03-24T11:04:14+0000"
"AZ0fhUw22ZP7YcsGqeEO","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","246","2026-03-24T11:04:14+0000"
"AZ0fhUw22ZP7YcsGqeEP","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","316","2026-03-24T11:04:14+0000"
"AZ0fhUw22ZP7YcsGqeEQ","typescript:S6479","MAJOR","CODE_SMELL","RESOLVED","FIXED","Do not use Array index in keys","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","379","2026-03-24T11:04:14+0000"
"AZ0fhUw22ZP7YcsGqeER","typescript:S6479","MAJOR","CODE_SMELL","RESOLVED","FIXED","Do not use Array index in keys","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","477","2026-03-24T11:04:14+0000"
"AZ0fhUw22ZP7YcsGqeES","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","580","2026-03-24T11:04:14+0000"
"AZ0fhUs72ZP7YcsGqeA8","typescript:S1854","MAJOR","CODE_SMELL","CLOSED","FIXED","Remove this useless assignment to variable ""users"".","salahmostava-sys_muhimmat:frontend/src/pages/UsersAndPermissions.tsx",,"2026-03-24T11:04:14+0000"
"AZ0fhUs72ZP7YcsGqeA9","typescript:S1854","MAJOR","CODE_SMELL","CLOSED","FIXED","Remove this useless assignment to variable ""permissions"".","salahmostava-sys_muhimmat:frontend/src/pages/UsersAndPermissions.tsx",,"2026-03-24T11:04:14+0000"
"AZ0fhUt-2ZP7YcsGqeBu","typescript:S6772","MAJOR","CODE_SMELL","RESOLVED","FIXED","Ambiguous spacing before next element span","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","110","2026-03-24T11:04:14+0000"
"AZ0fhUt-2ZP7YcsGqeBv","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","141","2026-03-24T11:04:14+0000"
"AZ0fhUt-2ZP7YcsGqeBw","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","152","2026-03-24T11:04:14+0000"
"AZ0fhUt-2ZP7YcsGqeBx","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","158","2026-03-24T11:04:14+0000"
"AZ0fhUt_2ZP7YcsGqeBy","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","164","2026-03-24T11:04:14+0000"
"AZ0fhUt_2ZP7YcsGqeBz","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","225","2026-03-24T11:04:14+0000"
"AZ0fhUt_2ZP7YcsGqeB0","typescript:S6479","MAJOR","CODE_SMELL","RESOLVED","FIXED","Do not use Array index in keys","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","242","2026-03-24T11:04:14+0000"
"AZ0fhUt_2ZP7YcsGqeB1","typescript:S1854","MAJOR","CODE_SMELL","RESOLVED","FIXED","Remove this useless assignment to variable ""toast"".","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","249","2026-03-24T11:04:14+0000"
"AZ0fhUt_2ZP7YcsGqeB2","typescript:S1874","MINOR","CODE_SMELL","OPEN",,"The signature '(...text: string[]): void' of 'printWindow.document.write' is deprecated.","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","312","2026-03-24T11:04:14+0000"
"AZ0fhUt_2ZP7YcsGqeB3","typescript:S1874","MINOR","CODE_SMELL","OPEN",,"The signature '(...text: string[]): void' of 'printWindow.document.write' is deprecated.","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","316","2026-03-24T11:04:14+0000"
"AZ0fhUt_2ZP7YcsGqeB4","typescript:S6535","MAJOR","CODE_SMELL","CLOSED","FIXED","Unnecessary escape character: \/.","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx",,"2026-03-24T11:04:14+0000"
"AZ0fhUt_2ZP7YcsGqeB5","typescript:S6479","MAJOR","CODE_SMELL","RESOLVED","FIXED","Do not use Array index in keys","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","443","2026-03-24T11:04:14+0000"
"AZ0fhUt_2ZP7YcsGqeB6","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/VehicleAssignment.tsx","444","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAf","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","160","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAg","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","205","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAh","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","217","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAi","typescript:S4325","MINOR","CODE_SMELL","CLOSED","FIXED","This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx",,"2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAj","typescript:S4325","MINOR","CODE_SMELL","CLOSED","FIXED","This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx",,"2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAk","typescript:S4325","MINOR","CODE_SMELL","CLOSED","FIXED","This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx",,"2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAl","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","314","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAm","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","413","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAn","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","414","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAo","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","633","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAp","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","655","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAq","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","679","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAr","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","693","2026-03-24T11:04:14+0000"
"AZ0fhUsE2ZP7YcsGqeAs","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/ViolationResolver.tsx","693","2026-03-24T11:04:14+0000"
"AZ0fZcZwq_Xa_19GGwBD","typescript:S1128","MINOR","CODE_SMELL","CLOSED","FIXED","Remove this unused import of 'supabase'.","salahmostava-sys_muhimmat:frontend/src/pages/Salaries.tsx",,"2026-03-24T10:30:11+0000"
"AZ0fZcVaq_Xa_19GGwBB","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseInt` over `parseInt`.","salahmostava-sys_muhimmat:frontend/src/services/salaryDataService.ts","31","2026-03-24T10:21:55+0000"
